source,error,item
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-17.983760375302 -147.3588450646 PYF- (Fr. Polynesia minor island) French Polynesia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.902042677 51.103852042425 Jariyan al Batnah Qatar Jarayan al Batnah Jarayan al Batnah Jerian al "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.789119050997 51.141274007996 Al Ghuwayriyah Qatar  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.43778746079 50.990504774601 Al Jumayliyah Qatar Al Gummayalah Al Gummaylah "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-21.119474112185 55.541687883408 REU- (Reunion aggregation) France  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","68.792279291256 67.284056471848 RUS- (Russia minor island) Russia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","58.497428997301 82.138001688852 Tomsk Russia Tomskaya ??????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","44.567556989912 39.973757615965 Adygey Russia Adygea Adygeya Adygheya Republic of Adygeya Adygeyskaya A.Obl. Respublika Adygeya ?????????? ??????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.758954356377 41.739019350489 Karachay-Cherkess Russia Karaçay-Çerkes Karachay-Cherkessiya Karachayevo-Cherkesskaya Respublika Karachayevo-Cherkessiya Karachayevo-Cherkess Republic K ?????????-????????? ??????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.485678499965 43.39721976799 Kabardin-Balkar Russia Kabardin A.S.S.R. Kabardino-Balkarskaya A.S.S.R. Kabardino-Balkariya Kabardino-Balkarsk Kabard Kabardino-Balkarskaya Republic ?????????-?????????? ??????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","66.519984588998 114.17518477231 Chukchi Autonomous Okrug Russia Chukotskiy Avtonomnyy Okrug "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.724042159826 21.438039868688 Kaliningrad Russia Kaliningradskaya Oblast ??????????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","67.81252048733 34.599973867236 Murmansk Russia Murmanskaya Oblast ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.180680257039 29.292609352871 Pskov Russia Pskovskaya Oblast ????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","60.009078260176 31.71950059328 Leningrad Russia Saint Petersburg Sankt-Peterburgskaya G. Leningradskaya Oblast ????????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","59.899038812336 30.185394453533 City of St. Petersburg Russia Sankt-Peterburg gorsovet ?????-????????? (????????)"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.906921704385 33.404873789534 Bryansk Russia Bryanskaya Oblast ???????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.950863793747 32.993217693924 Smolensk Russia Smolenskaya Oblast ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.016156186395 41.70950386918 Ivanovo Russia Ivanovskaya Oblast ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","58.460046292493 43.789942016468 Kostroma Russia Kostromskaya ??????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.291901050803 44.639266542442 Nizhegorod Russia Gor'kiy Gor'kovskaya Gorky Nizhegorodskaya Nizhniy-Novgorod ????????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","57.091196766752 34.714264285421 Tver' Russia Kalinin Kalininskaya Tverskaya Oblast ???????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","59.967764045633 40.499643345828 Vologda Russia Vologodskaya Oblast ??????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.675476294344 36.075606846926 Kursk Russia Kurskaya Oblast ??????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.655883888327 37.648431271923 Moskovsskaya Russia Moskovsskaya Oblast ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.718483425114 37.623261292487 Moskva Russia Mosca Moscou Moscow Mosc£ Moskau Moskova Moskovskaya ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.664186678138 37.472749251929 Belgorod Russia Belgorodskaya Oblast ???????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.260486121669 39.465444576058 Krasnodar Russia Cossacks of the Black Sea Kuban Kubanskaya Yekaterinodar Krasnodarskiy Kray ????????????? ????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","67.146323617897 74.511244239924 Yamal-Nenets Russia Yamalo-Nenetskiy A.Okr ?????-???????? ???"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.495571346142 47.08804593524 Chuvash Russia Chuvashskaya A.S.S.R. Chuvashskaya Respublika Chuvashiya Chuvash Republic ????????? ??????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","51.583440246415 46.793510978345 Saratov Russia Saratovskaya Oblast ??????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","56.107704403719 73.341666213672 Omsk Russia Omskaya Oblast ?????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.794915048716 87.215385253882 Kemerovo Russia Kemerovskaya Oblast ??????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.365833794054 89.854780688814 Khakass Russia Khakassiya Republic of Khakasia Khakasskaya A.Obl. Respublika Khakasiya Republic of Khakasia ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","55.280654687217 79.758337944901 Novosibirsk Russia Novosibirskaya Oblast ????????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","64.68899299655 98.934692270348 Evenk Russia Evenki Evenkiyskiy A.Okr Evenkiyskiy AOk ?????????? ???"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","72.972827390869 96.530927101621 Taymyr Russia Dolgan-Nenets Dolgano-Nenetskiy A.Okr. Taymyrskiy A.Okr. ?????????? ???"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.546435390339 109.47814442999 Buryat Russia Buryatiya Buryat-Mongol A.S.S.R. Republic of Buryatia Buryatskaya A.S.S.R. ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","53.286602755772 104.09687355596 Ust-Orda Buryat Russia Ust'-Ordynsk Buryat A.Okr. Ust'-Ordynskiy Buryatskiy A.Okr. ????-????????? ????????? ???"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","50.975836752225 114.34456054276 Aga Buryat Russia Aga-Buryatiya Agin-Buryat Agino-Buryatiya Aginsk A.Okr. Aginskiy Buryatskiy A.Okr. Aginskiy Buryatskiy AOk ???????? ????????? ???"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","52.922055756728 116.28050633288 Chita Russia Transbaikalia Zabaykal'skaya Transbaikalien Chitinskaya Oblast ????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","66.18219030309 130.10980485961 Chukot Russia Chukotka Chukotskiy AOk ????????? ???"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","54.824253382068 137.32152561513 Khabarovsk Russia Khabarovskiy Kray ??????????? ????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","80.155184842586 36.714626077828 Murmansk Russia Murmanskaya Oblast ?????????? ???????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","59.929547866441 54.167006954188 Komi-Permyak Russia Komi-Permyatskiy AOk ????-?????????? ???"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-1.9340906748358 30.121129648373 Kigali City Rwanda Ville de Kigali Kigali"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","24.232560711416 -12.214961624269 SAH- (W. Sahara aggregation) Western Sahara  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","25.945885718616 43.22028724063 Al Quassim Saudi Arabia Al Gassim Gasim Qaseem Al Qasseem "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","21.626314605289 41.203728430657 Makkah Saudi Arabia La Meca La Mecca La Mecque Makka Makkah al-Mukarramah Mecca Meca Mecka Mekka "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.438250884225 29.382014730497 North Kordufan Sudan Kordofan septentrional  Kurdufan ash Shamaliyah  Shamal Kurdufan  North Kordofan "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.8851313021429 27.083613389392 North Bahr-al-Ghazal S. Sudan North Bahr-al-Gazal  North Bahr el Ghazal  Shamal Bahr al Ghazal "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","6.6081827389774 29.952624847518 Lakes S. Sudan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","8.1744248794778 26.216044408695 West Bahr-al-Ghazal S. Sudan  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","4.9154735929424 33.547615575063 East Equatoria S. Sudan Al Istiwa'iyah ash Sharqiyah  Sharq al Istiwa'iyah  Équatoria oriental "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.764889532948 -17.281874829823 Dakar Senegal Cap Vert Dacar "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.782300494866 -16.185818575896 Diourbel Senegal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.371910690275 -15.397435310948 Louga Senegal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","15.609732869115 -14.226576688634 Matam Senegal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","14.83630794551 -16.76323634488 Thiès Senegal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.988120919681 -14.812708326699 Kolda Senegal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","12.784461637896 -16.37537270004 Ziguinchor Senegal  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.579439967486 -12.943350381331 Tambacounda Senegal Sénégal Oriental "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","1.3589210204978 103.81346765814 SGP- (Singapore aggregation) Singapore  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-54.676720793073 -35.89857560244 SGS- (S. Sandwich Is. aggregation) South Georgia and the Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-24.911350237425 -10.138417833026 SHN- (Tristan da Cunha aggregation) Saint Helena  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-9.0788480313953 159.88295494134 Central Solomon Islands  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","-7.0393307633883 156.97490820114 Choiseul Solomon Islands Lauru "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.859390293292 -89.904436820587 Ahuachapán El Salvador  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","13.88507491781 -88.709177855913 Cabañas El Salvador  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","9.7310158818297 46.254819111487 SOL- (Somaliland aggregation) Somaliland  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.9304579499 -56.307813542428 SPM- (St. Pierre and Miquelon aggregation) Saint Pierre and Miquelon  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.720231600252 19.203216238876 Zapadno-Backi Republic of Serbia West Backa ????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.926716733644 19.611396769978 Severno-Backi Republic of Serbia North Backa ????????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.400702420142 21.863728245287 Niavski Republic of Serbia Niava ????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","43.36446697128 20.541703097012 Raki Republic of Serbia Raka ?????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","44.092327537405 20.765979780875 umadijski Republic of Serbia umadija ??????????"
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","49.171806879459 19.1745822754 ilinský Slovakia ilina "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","48.693425511226 21.255396043299 Koický Slovakia Koice "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","49.117189128155 21.214663197374 Preov Slovakia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.841391517478 14.5855832601 Velike Lace Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.372157029903 15.13476952923 Velenje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.403314607895 15.297872309365 Vitanje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.171617264879 14.493650110343 Vodice Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.963005020639 14.299950887716 Vrhnika Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.57317743313 15.15766278334 Vuzenica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.149719648859 14.933596951225 Zasavska Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.401775792648 15.371263593891 Zrece Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.376089464116 14.022624849331 Bled Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.126924051345 13.972825421511 Cerkno Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.989499746964 14.001949061196 Idrija Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.258282556011 14.333231384323 Kranj Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.460595394531 13.840780409926 Kranjska Gora Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.292964871431 14.298136906457 Naklo Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.340070551007 14.206297957553 Gorenjska Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.160379027357 14.27662724967 kofja Loka Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.17193600342 13.806814243982 Tolmin Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.387745354826 14.329340977552 Tric Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.220785456451 14.113622241866 elezniki Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.048023907619 14.113789132157 iri Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.900732959446 13.900031823243 Ajdovcina Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.361473348002 13.624830117068 Bovec Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.68465051049 14.017892535561 Divaca Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.52051856079 13.645477483729 Izola Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.089011076075 13.649012020597 Kanal Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.252263402556 13.547004686775 Kobarid Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.815421503064 13.741843218272 Komen Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.494482035698 13.628057306236 Piran Slovenia Pirano "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.734971993135 13.868109508868 Seana Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.821382845824 13.979293935612 Vipava Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.61181711154 16.242277749235 Beltinci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.446589647437 15.997194744476 Dornava Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.365781868037 16.015525950359 Gorinica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.48544143199 15.980801230394 Dornava Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.680181274589 16.384593032601 Kobilje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.708347348319 16.265362349326 Moravske Toplice Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.652710716687 16.160430781597 Pomurska Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.586401237067 16.27861521468 Odranci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.436242876842 16.144319757229 Ormo Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.564854603846 16.030295646101 Sveti Jurij Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.61609966827 16.320529140019 Turnice Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.359356485785 16.051801400033 Zavrc Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.82863595242 16.263719651094 alovci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.841676447369 16.088243767297 Kuzma Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.55973172733 15.951984510871 Cerkvenjak Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.615411899607 15.897901785575 Benedikt Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.797613584235 16.093045490606 Grad Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.482761849217 15.889456097907 Destrnik Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.147843258064 14.626536049432 Domale Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.260009595362 14.678603281255 Kamnik Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.609537950113 14.912320988588 Kocevje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.574312575939 15.833190814403 Lenart Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.357254256886 14.73042787341 Luce Slovenia Savinjska "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.320800289747 15.746095353085 Majperk Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.788870489164 15.197904342501 Novo Mesto Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.143566086948 15.58268857346 Bistrica ob Sotli Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.594794248092 15.356203960609 Podvelka Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.326005412561 14.465614414859 Preddvor Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.441202909522 15.88061647269 Ptuj Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.5499395718 14.963054664358 Ravne na Korokem Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.516989128045 15.491750651029 Rue Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.185213266366 15.433228220856 entjur pri Celju Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.391217491652 15.562622601853 Slovenska Bistrica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.317310586927 15.315687032846 Vojnik Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.259910976986 15.170620291178 Savinjska Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.205274367121 14.542475858032 Komenda Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.386168038338 15.452336831118 Oplotnica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.487802155333 15.71340758606 Miklav na Dravskem Polju Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.52007859235 15.894830385413 Trnovska Vas Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.280018022005 15.811981406977 etale Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.310268483243 15.876013733023 Podlehnik Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.558881562452 14.891410989403 Prevalje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.581407144801 15.494166630497 Selnica ob Dravi Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.529129661661 15.38852639743 Lovrenc na Pohorju Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.128001718126 14.555202873172 Trzin Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.807517028421 14.932974697514 uemberk Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.356275469638 15.228725622913 Dobrna Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.220770141803 15.015369340036 Tabor Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.240246133178 14.94856815685 Vransko Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.851325832989 15.088130476609 Mirna Pec Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.21617290023 15.094646030853 Prebold Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.305151605951 15.088675810415 Polzela Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.739021611776 14.841894950305 Kocevje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.2828846057 15.030251374526 Braslovce Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.754398537136 14.619035124131 Sodraica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.720076227182 15.038375207919 Jugovzhodna Slovenija Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.022781816428 14.289012091405 Horjul Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.407094798464 14.655879611195 Solcava Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.130079494361 15.402864987744 Dobje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.781576454661 14.510055922198 Bloke Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.049952937935 15.646304214034 Podcetrtek Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.565037015097 15.628890970873 Maribor Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.526589358753 15.26120484816 Ribnica na Pohorju Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.445222641255 14.070032868562 Jesenice Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.412324499962 14.171497830195 irovnica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.974673382676 13.72775021742 Gorika Slovenia Severna Primors "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.920151653401 13.639608472792 empeter-Vrtojba Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.560152122444 16.300448218089 Crenovci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.56345433201 16.42336152716 Lendava Slovenia Lendva "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.522398927709 16.167014635605 Ljutomer Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.567902421665 16.12587262039 Krievci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.583939219026 16.175706752477 Verej Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.522546750102 15.960148913152 Sveti Andra v Slovenskih Goricah Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.524755796473 16.278212781649 Razkrije Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.580199694264 16.359586225254 Velika Polana Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.654479148369 16.349053294864 Dobrovnik Slovenia Dobronak "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.390885132114 15.96017515093 Markovci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.703576474323 16.042256448431 Cankova Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.66162336235 15.930637381268 Gornja Radgona Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.810149329938 16.203317597351 Gornji Petrovci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.746898124744 16.134501683964 Gornji Petrovci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.621997500654 16.052627309834 Radenci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.799847890463 16.019159884394 Rogaovci Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.912868533228 14.375599304773 Borovnica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.909842433184 15.611226086101 Breice Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.009694359373 15.580560359339 Krsko Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.948594732883 14.423804361142 Brezovica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.248314341339 15.272286617674 Celje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.254999508124 14.500589514039 Cerklje na Gorenjskem Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.802813501344 14.377364389264 Cerknica Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.466410036657 14.82892879423 Crna na Korokem Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.516105279792 15.195075801519 Crnomelj Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.095058671047 14.672592115409 Dol pri Ljubljani Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.597124778572 15.039920520983 Dravograd Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.291241939178 14.791853804385 Gornji Grad Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","45.939840272086 14.670401790875 Grosuplje Slovenia  "
ne_10m_admin_1_states_provinces_lakes_shp.geojson,"no match","46.131192019363 15.123364049532 Hrastnik Slovenia  "
